ID,Класс,Пол,Уровень тревожности (1-10),Пропуски занятий,Оценка отношений с учителями (1-5),Возраст,Предмет_1,Оценка_1,Предмет_2,Оценка_2,Предмет_3,Оценка_3,Предмет_4,Оценка_4,Предмет_5,Оценка_5,Предмет_6,Оценка_6,Предмет_7,Оценка_7,Предмет_8,Оценка_8,Предмет_9,Оценка_9,Предмет_10,Оценка_10,Предмет_11,Оценка_11,Предмет_12,Оценка_12,Предмет_13,Оценка_13,Предмет_14,Оценка_14,Предмет_15,Оценка_15,Предмет_16,Оценка_16,Когнитивные способности,Результаты анкет,Средний балл,Диагностика профиля способностей и достижений,Сильные стороны,Слабые стороны
770,9,Ж,5,5,2,17,Русский язык,5,Литература,4,Иностранный язык,2,Алгебра,3,Геометрия,3,Информатика,4,История России,2,Всеобщая история,2,Обществознание,4,География,4,Физика,5,Химия,2,Биология,2,Технология,5,Основы безопасности жизнедеятельности,4,Физическая культура,3,64,4,3.375,Нуждается в улучшении,"Русский язык, Физика, Технология","Иностранный язык, История России, Всеобщая история, Химия, Биология"
771,9,М,4,4,3,16,Русский язык,4,Литература,2,Иностранный язык,3,Алгебра,2,Геометрия,5,Информатика,2,История России,4,Всеобщая история,5,Обществознание,4,География,5,Физика,3,Химия,2,Биология,5,Технология,2,Основы безопасности жизнедеятельности,3,Физическая культура,4,72,3,3.4375,Нуждается в улучшении,"Геометрия, Всеобщая история, География, Биология","Литература, Алгебра, Информатика, Химия, Технология"
772,9,М,8,2,4,17,Русский язык,5,Литература,5,Иностранный язык,5,Алгебра,4,Геометрия,4,Информатика,5,История России,3,Всеобщая история,4,Обществознание,3,География,4,Физика,4,Химия,5,Биология,3,Технология,4,Основы безопасности жизнедеятельности,2,Физическая культура,5,57,2,4.0625,Выше среднего,"Русский язык, Литература, Иностранный язык, Информатика, Химия, Физическая культура",Основы безопасности жизнедеятельности
773,9,Ж,2,0,2,17,Русский язык,3,Литература,3,Иностранный язык,4,Алгебра,5,Геометрия,4,Информатика,5,История России,2,Всеобщая история,2,Обществознание,4,География,3,Физика,4,Химия,4,Биология,4,Технология,5,Основы безопасности жизнедеятельности,5,Физическая культура,4,74,1,3.8125,Выше среднего,"Алгебра, Информатика, Технология, Основы безопасности жизнедеятельности","История России, Всеобщая история"
774,9,Ж,6,4,2,17,Русский язык,3,Литература,5,Иностранный язык,4,Алгебра,3,Геометрия,3,Информатика,3,История России,5,Всеобщая история,4,Обществознание,5,География,5,Физика,3,Химия,5,Биология,3,Технология,5,Основы безопасности жизнедеятельности,5,Физическая культура,3,60,4,4.0,Выше среднего,"Литература, История России, Обществознание, География, Химия, Технология, Основы безопасности жизнедеятельности",
775,9,М,5,2,2,16,Русский язык,4,Литература,4,Иностранный язык,3,Алгебра,3,Геометрия,3,Информатика,3,История России,3,Всеобщая история,4,Обществознание,5,География,3,Физика,3,Химия,4,Биология,5,Технология,3,Основы безопасности жизнедеятельности,3,Физическая культура,5,70,1,3.625,Выше среднего,"Обществознание, Биология, Физическая культура",
776,9,М,2,3,4,16,Русский язык,5,Литература,5,Иностранный язык,5,Алгебра,5,Геометрия,4,Информатика,4,История России,3,Всеобщая история,4,Обществознание,2,География,3,Физика,4,Химия,5,Биология,2,Технология,4,Основы безопасности жизнедеятельности,5,Физическая культура,3,59,5,3.9375,Выше среднего,"Русский язык, Литература, Иностранный язык, Алгебра, Химия, Основы безопасности жизнедеятельности","Обществознание, Биология"
777,9,Ж,10,4,1,16,Русский язык,3,Литература,2,Иностранный язык,5,Алгебра,5,Геометрия,2,Информатика,5,История России,5,Всеобщая история,2,Обществознание,2,География,2,Физика,4,Химия,4,Биология,3,Технология,3,Основы безопасности жизнедеятельности,5,Физическая культура,5,99,1,3.5625,Выше среднего,"Иностранный язык, Алгебра, Информатика, История России, Основы безопасности жизнедеятельности, Физическая культура","Литература, Геометрия, Всеобщая история, Обществознание, География"
778,9,М,1,4,5,16,Русский язык,2,Литература,5,Иностранный язык,2,Алгебра,3,Геометрия,5,Информатика,3,История России,3,Всеобщая история,3,Обществознание,4,География,3,Физика,5,Химия,4,Биология,4,Технология,2,Основы безопасности жизнедеятельности,3,Физическая культура,5,58,3,3.5,Нуждается в улучшении,"Литература, Геометрия, Физика, Физическая культура","Русский язык, Иностранный язык, Технология"
779,9,Ж,8,1,3,16,Русский язык,5,Литература,3,Иностранный язык,2,Алгебра,5,Геометрия,5,Информатика,2,История России,5,Всеобщая история,2,Обществознание,5,География,5,Физика,5,Химия,4,Биология,4,Технология,4,Основы безопасности жизнедеятельности,3,Физическая культура,4,97,3,3.9375,Выше среднего,"Русский язык, Алгебра, Геометрия, История России, Обществознание, География, Физика","Иностранный язык, Информатика, Всеобщая история"
780,9,Ж,2,3,1,16,Русский язык,5,Литература,4,Иностранный язык,5,Алгебра,4,Геометрия,2,Информатика,4,История России,3,Всеобщая история,4,Обществознание,3,География,4,Физика,2,Химия,3,Биология,4,Технология,3,Основы безопасности жизнедеятельности,3,Физическая культура,4,50,5,3.5625,Выше среднего,"Русский язык, Иностранный язык","Геометрия, Физика"
781,9,Ж,7,0,3,17,Русский язык,4,Литература,5,Иностранный язык,5,Алгебра,3,Геометрия,2,Информатика,4,История России,4,Всеобщая история,5,Обществознание,4,География,5,Физика,4,Химия,4,Биология,4,Технология,2,Основы безопасности жизнедеятельности,3,Физическая культура,2,71,3,3.75,Выше среднего,"Литература, Иностранный язык, Всеобщая история, География","Геометрия, Технология, Физическая культура"
782,9,Ж,9,5,5,17,Русский язык,3,Литература,3,Иностранный язык,4,Алгебра,3,Геометрия,3,Информатика,3,История России,4,Всеобщая история,2,Обществознание,5,География,4,Физика,4,Химия,5,Биология,5,Технология,4,Основы безопасности жизнедеятельности,3,Физическая культура,5,55,2,3.75,Выше среднего,"Обществознание, Химия, Биология, Физическая культура",Всеобщая история
783,9,М,9,2,4,17,Русский язык,5,Литература,3,Иностранный язык,5,Алгебра,3,Геометрия,5,Информатика,4,История России,5,Всеобщая история,3,Обществознание,4,География,5,Физика,4,Химия,5,Биология,3,Технология,4,Основы безопасности жизнедеятельности,3,Физическая культура,3,79,3,4.0,Выше среднего,"Русский язык, Иностранный язык, Геометрия, История России, География, Химия",
784,9,Ж,8,1,2,16,Русский язык,5,Литература,4,Иностранный язык,4,Алгебра,3,Геометрия,3,Информатика,5,История России,4,Всеобщая история,5,Обществознание,3,География,4,Физика,3,Химия,4,Биология,3,Технология,2,Основы безопасности жизнедеятельности,2,Физическая культура,4,83,4,3.625,Выше среднего,"Русский язык, Информатика, Всеобщая история","Технология, Основы безопасности жизнедеятельности"
785,9,М,10,2,2,17,Русский язык,4,Литература,3,Иностранный язык,3,Алгебра,4,Геометрия,3,Информатика,2,История России,4,Всеобщая история,2,Обществознание,5,География,2,Физика,4,Химия,5,Биология,3,Технология,2,Основы безопасности жизнедеятельности,3,Физическая культура,3,62,3,3.25,Нуждается в улучшении,"Обществознание, Химия","Информатика, Всеобщая история, География, Технология"
786,9,Ж,9,0,4,17,Русский язык,5,Литература,4,Иностранный язык,4,Алгебра,3,Геометрия,4,Информатика,4,История России,4,Всеобщая история,2,Обществознание,4,География,5,Физика,4,Химия,5,Биология,5,Технология,5,Основы безопасности жизнедеятельности,3,Физическая культура,3,71,2,4.0,Выше среднего,"Русский язык, География, Химия, Биология, Технология",Всеобщая история
787,9,М,2,0,1,16,Русский язык,5,Литература,3,Иностранный язык,4,Алгебра,3,Геометрия,3,Информатика,2,История России,3,Всеобщая история,4,Обществознание,3,География,2,Физика,4,Химия,4,Биология,3,Технология,2,Основы безопасности жизнедеятельности,3,Физическая культура,4,55,5,3.25,Нуждается в улучшении,Русский язык,"Информатика, География, Технология"
788,9,Ж,6,4,1,17,Русский язык,5,Литература,3,Иностранный язык,5,Алгебра,4,Геометрия,3,Информатика,3,История России,4,Всеобщая история,5,Обществознание,3,География,4,Физика,5,Химия,5,Биология,3,Технология,4,Основы безопасности жизнедеятельности,2,Физическая культура,5,90,3,3.9375,Выше среднего,"Русский язык, Иностранный язык, Всеобщая история, Физика, Химия, Физическая культура",Основы безопасности жизнедеятельности
789,9,М,4,0,3,16,Русский язык,5,Литература,4,Иностранный язык,3,Алгебра,2,Геометрия,3,Информатика,2,История России,3,Всеобщая история,5,Обществознание,3,География,4,Физика,2,Химия,2,Биология,4,Технология,5,Основы безопасности жизнедеятельности,4,Физическая культура,3,95,2,3.375,Нуждается в улучшении,"Русский язык, Всеобщая история, Технология","Алгебра, Информатика, Физика, Химия"
790,9,М,4,2,4,17,Русский язык,4,Литература,4,Иностранный язык,4,Алгебра,4,Геометрия,4,Информатика,3,История России,4,Всеобщая история,5,Обществознание,4,География,2,Физика,3,Химия,2,Биология,3,Технология,4,Основы безопасности жизнедеятельности,4,Физическая культура,2,73,4,3.5,Нуждается в улучшении,Всеобщая история,"География, Химия, Физическая культура"
791,9,Ж,5,3,1,16,Русский язык,4,Литература,3,Иностранный язык,5,Алгебра,3,Геометрия,3,Информатика,5,История России,4,Всеобщая история,3,Обществознание,3,География,2,Физика,4,Химия,2,Биология,3,Технология,2,Основы безопасности жизнедеятельности,5,Физическая культура,4,70,1,3.4375,Нуждается в улучшении,"Иностранный язык, Информатика, Основы безопасности жизнедеятельности","География, Химия, Технология"
792,9,Ж,3,3,4,16,Русский язык,4,Литература,5,Иностранный язык,3,Алгебра,4,Геометрия,4,Информатика,4,История России,5,Всеобщая история,5,Обществознание,3,География,5,Физика,5,Химия,5,Биология,4,Технология,3,Основы безопасности жизнедеятельности,5,Физическая культура,5,88,1,4.3125,Выше среднего,"Литература, История России, Всеобщая история, География, Физика, Химия, Основы безопасности жизнедеятельности, Физическая культура",
793,9,Ж,1,4,5,16,Русский язык,4,Литература,5,Иностранный язык,3,Алгебра,5,Геометрия,5,Информатика,3,История России,4,Всеобщая история,2,Обществознание,4,География,3,Физика,2,Химия,2,Биология,3,Технология,4,Основы безопасности жизнедеятельности,2,Физическая культура,3,72,5,3.375,Нуждается в улучшении,"Литература, Алгебра, Геометрия","Всеобщая история, Физика, Химия, Основы безопасности жизнедеятельности"
794,9,Ж,8,5,2,17,Русский язык,5,Литература,4,Иностранный язык,5,Алгебра,3,Геометрия,4,Информатика,2,История России,5,Всеобщая история,3,Обществознание,3,География,3,Физика,3,Химия,2,Биология,4,Технология,5,Основы безопасности жизнедеятельности,3,Физическая культура,4,54,5,3.625,Выше среднего,"Русский язык, Иностранный язык, История России, Технология","Информатика, Химия"
795,9,М,5,2,2,17,Русский язык,5,Литература,3,Иностранный язык,3,Алгебра,4,Геометрия,4,Информатика,4,История России,3,Всеобщая история,3,Обществознание,3,География,4,Физика,5,Химия,2,Биология,3,Технология,4,Основы безопасности жизнедеятельности,4,Физическая культура,2,56,1,3.5,Нуждается в улучшении,"Русский язык, Физика","Химия, Физическая культура"
796,9,Ж,3,2,2,16,Русский язык,4,Литература,3,Иностранный язык,4,Алгебра,3,Геометрия,2,Информатика,2,История России,3,Всеобщая история,3,Обществознание,4,География,3,Физика,5,Химия,3,Биология,3,Технология,2,Основы безопасности жизнедеятельности,3,Физическая культура,3,52,1,3.125,Нуждается в улучшении,Физика,"Геометрия, Информатика, Технология"
797,9,М,10,0,4,16,Русский язык,4,Литература,4,Иностранный язык,5,Алгебра,5,Геометрия,3,Информатика,3,История России,4,Всеобщая история,3,Обществознание,5,География,5,Физика,5,Химия,4,Биология,5,Технология,2,Основы безопасности жизнедеятельности,2,Физическая культура,4,62,5,3.9375,Выше среднего,"Иностранный язык, Алгебра, Обществознание, География, Физика, Биология","Технология, Основы безопасности жизнедеятельности"
798,9,М,7,2,4,17,Русский язык,3,Литература,4,Иностранный язык,3,Алгебра,5,Геометрия,2,Информатика,4,История России,4,Всеобщая история,4,Обществознание,3,География,5,Физика,3,Химия,2,Биология,3,Технология,3,Основы безопасности жизнедеятельности,2,Физическая культура,5,61,1,3.4375,Нуждается в улучшении,"Алгебра, География, Физическая культура","Геометрия, Химия, Основы безопасности жизнедеятельности"
799,9,Ж,7,1,3,17,Русский язык,4,Литература,3,Иностранный язык,5,Алгебра,3,Геометрия,4,Информатика,5,История России,4,Всеобщая история,4,Обществознание,3,География,2,Физика,5,Химия,4,Биология,3,Технология,4,Основы безопасности жизнедеятельности,3,Физическая культура,3,55,3,3.6875,Выше среднего,"Иностранный язык, Информатика, Физика",География
800,9,М,1,5,2,16,Русский язык,4,Литература,4,Иностранный язык,4,Алгебра,4,Геометрия,3,Информатика,2,История России,4,Всеобщая история,3,Обществознание,4,География,4,Физика,4,Химия,3,Биология,5,Технология,4,Основы безопасности жизнедеятельности,3,Физическая культура,4,83,2,3.6875,Выше среднего,Биология,Информатика
801,9,М,9,0,3,17,Русский язык,2,Литература,3,Иностранный язык,4,Алгебра,2,Геометрия,3,Информатика,4,История России,3,Всеобщая история,4,Обществознание,4,География,3,Физика,4,Химия,3,Биология,2,Технология,2,Основы безопасности жизнедеятельности,5,Физическая культура,4,64,5,3.25,Нуждается в улучшении,Основы безопасности жизнедеятельности,"Русский язык, Алгебра, Биология, Технология"
802,9,М,2,1,2,17,Русский язык,4,Литература,2,Иностранный язык,3,Алгебра,5,Геометрия,2,Информатика,2,История России,4,Всеобщая история,4,Обществознание,3,География,4,Физика,3,Химия,5,Биология,2,Технология,5,Основы безопасности жизнедеятельности,4,Физическая культура,4,96,2,3.5,Нуждается в улучшении,"Алгебра, Химия, Технология","Литература, Геометрия, Информатика, Биология"
803,9,М,5,4,3,17,Русский язык,2,Литература,4,Иностранный язык,5,Алгебра,3,Геометрия,3,Информатика,4,История России,3,Всеобщая история,3,Обществознание,2,География,4,Физика,4,Химия,5,Биология,3,Технология,4,Основы безопасности жизнедеятельности,4,Физическая культура,4,67,4,3.5625,Выше среднего,"Иностранный язык, Химия","Русский язык, Обществознание"
804,9,Ж,5,3,3,16,Русский язык,2,Литература,4,Иностранный язык,3,Алгебра,5,Геометрия,4,Информатика,4,История России,3,Всеобщая история,3,Обществознание,2,География,3,Физика,3,Химия,4,Биология,4,Технология,5,Основы безопасности жизнедеятельности,4,Физическая культура,3,98,4,3.5,Нуждается в улучшении,"Алгебра, Технология","Русский язык, Обществознание"
805,9,Ж,8,4,5,16,Русский язык,5,Литература,3,Иностранный язык,3,Алгебра,3,Геометрия,4,Информатика,5,История России,2,Всеобщая история,3,Обществознание,5,География,2,Физика,3,Химия,3,Биология,3,Технология,3,Основы безопасности жизнедеятельности,3,Физическая культура,4,52,3,3.375,Нуждается в улучшении,"Русский язык, Информатика, Обществознание","История России, География"
806,9,Ж,8,3,3,17,Русский язык,3,Литература,4,Иностранный язык,3,Алгебра,4,Геометрия,2,Информатика,4,История России,4,Всеобщая история,2,Обществознание,4,География,4,Физика,4,Химия,5,Биология,4,Технология,4,Основы безопасности жизнедеятельности,2,Физическая культура,5,71,4,3.625,Выше среднего,"Химия, Физическая культура","Геометрия, Всеобщая история, Основы безопасности жизнедеятельности"
807,9,Ж,7,4,4,16,Русский язык,3,Литература,5,Иностранный язык,3,Алгебра,5,Геометрия,4,Информатика,3,История России,4,Всеобщая история,5,Обществознание,5,География,2,Физика,3,Химия,4,Биология,3,Технология,3,Основы безопасности жизнедеятельности,5,Физическая культура,3,84,5,3.75,Выше среднего,"Литература, Алгебра, Всеобщая история, Обществознание, Основы безопасности жизнедеятельности",География
808,9,М,7,2,3,17,Русский язык,2,Литература,4,Иностранный язык,4,Алгебра,5,Геометрия,4,Информатика,3,История России,3,Всеобщая история,2,Обществознание,4,География,3,Физика,3,Химия,4,Биология,3,Технология,4,Основы безопасности жизнедеятельности,3,Физическая культура,3,77,3,3.375,Нуждается в улучшении,Алгебра,"Русский язык, Всеобщая история"
809,9,М,6,1,2,17,Русский язык,3,Литература,4,Иностранный язык,5,Алгебра,3,Геометрия,4,Информатика,2,История России,4,Всеобщая история,3,Обществознание,4,География,5,Физика,3,Химия,3,Биология,4,Технология,5,Основы безопасности жизнедеятельности,2,Физическая культура,4,90,3,3.625,Выше среднего,"Иностранный язык, География, Технология","Информатика, Основы безопасности жизнедеятельности"
810,9,Ж,6,3,3,16,Русский язык,5,Литература,2,Иностранный язык,5,Алгебра,4,Геометрия,5,Информатика,4,История России,3,Всеобщая история,2,Обществознание,5,География,3,Физика,5,Химия,3,Биология,3,Технология,4,Основы безопасности жизнедеятельности,3,Физическая культура,5,91,5,3.8125,Выше среднего,"Русский язык, Иностранный язык, Геометрия, Обществознание, Физика, Физическая культура","Литература, Всеобщая история"
811,9,Ж,9,0,1,16,Русский язык,4,Литература,3,Иностранный язык,3,Алгебра,3,Геометрия,3,Информатика,5,История России,5,Всеобщая история,5,Обществознание,3,География,4,Физика,3,Химия,4,Биология,3,Технология,3,Основы безопасности жизнедеятельности,2,Физическая культура,5,61,1,3.625,Выше среднего,"Информатика, История России, Всеобщая история, Физическая культура",Основы безопасности жизнедеятельности
812,9,Ж,6,1,2,16,Русский язык,5,Литература,3,Иностранный язык,3,Алгебра,3,Геометрия,3,Информатика,4,История России,4,Всеобщая история,2,Обществознание,4,География,3,Физика,5,Химия,4,Биология,4,Технология,4,Основы безопасности жизнедеятельности,2,Физическая культура,4,50,2,3.5625,Выше среднего,"Русский язык, Физика","Всеобщая история, Основы безопасности жизнедеятельности"
813,9,М,2,0,1,17,Русский язык,3,Литература,4,Иностранный язык,4,Алгебра,3,Геометрия,4,Информатика,4,История России,2,Всеобщая история,4,Обществознание,2,География,5,Физика,4,Химия,4,Биология,5,Технология,3,Основы безопасности жизнедеятельности,4,Физическая культура,4,85,5,3.6875,Выше среднего,"География, Биология","История России, Обществознание"
814,9,Ж,2,1,2,17,Русский язык,3,Литература,5,Иностранный язык,2,Алгебра,3,Геометрия,5,Информатика,3,История России,5,Всеобщая история,2,Обществознание,3,География,3,Физика,4,Химия,3,Биология,2,Технология,5,Основы безопасности жизнедеятельности,3,Физическая культура,4,79,1,3.4375,Нуждается в улучшении,"Литература, Геометрия, История России, Технология","Иностранный язык, Всеобщая история, Биология"
815,9,Ж,5,1,4,16,Русский язык,3,Литература,3,Иностранный язык,5,Алгебра,4,Геометрия,4,Информатика,3,История России,2,Всеобщая история,5,Обществознание,2,География,3,Физика,4,Химия,5,Биология,4,Технология,2,Основы безопасности жизнедеятельности,3,Физическая культура,2,72,1,3.375,Нуждается в улучшении,"Иностранный язык, Всеобщая история, Химия","История России, Обществознание, Технология, Физическая культура"
816,9,Ж,4,4,4,16,Русский язык,4,Литература,3,Иностранный язык,5,Алгебра,3,Геометрия,5,Информатика,3,История России,4,Всеобщая история,5,Обществознание,3,География,4,Физика,4,Химия,3,Биология,3,Технология,2,Основы безопасности жизнедеятельности,5,Физическая культура,3,86,4,3.6875,Выше среднего,"Иностранный язык, Геометрия, Всеобщая история, Основы безопасности жизнедеятельности",Технология
817,9,М,2,3,4,16,Русский язык,4,Литература,3,Иностранный язык,5,Алгебра,4,Геометрия,5,Информатика,2,История России,3,Всеобщая история,4,Обществознание,5,География,5,Физика,2,Химия,4,Биология,5,Технология,2,Основы безопасности жизнедеятельности,5,Физическая культура,5,77,3,3.9375,Выше среднего,"Иностранный язык, Геометрия, Обществознание, География, Биология, Основы безопасности жизнедеятельности, Физическая культура","Информатика, Физика, Технология"
818,9,М,3,3,1,17,Русский язык,5,Литература,3,Иностранный язык,3,Алгебра,3,Геометрия,4,Информатика,3,История России,3,Всеобщая история,5,Обществознание,4,География,5,Физика,3,Химия,3,Биология,5,Технология,3,Основы безопасности жизнедеятельности,4,Физическая культура,5,98,3,3.8125,Выше среднего,"Русский язык, Всеобщая история, География, Биология, Физическая культура",
819,9,М,7,1,5,17,Русский язык,4,Литература,5,Иностранный язык,4,Алгебра,3,Геометрия,4,Информатика,5,История России,4,Всеобщая история,4,Обществознание,5,География,3,Физика,4,Химия,4,Биология,5,Технология,2,Основы безопасности жизнедеятельности,4,Физическая культура,4,54,4,4.0,Выше среднего,"Литература, Информатика, Обществознание, Биология",Технология
820,9,М,8,2,2,17,Русский язык,4,Литература,4,Иностранный язык,2,Алгебра,4,Геометрия,3,Информатика,3,История России,2,Всеобщая история,5,Обществознание,3,География,5,Физика,5,Химия,3,Биология,3,Технология,2,Основы безопасности жизнедеятельности,2,Физическая культура,3,85,4,3.3125,Нуждается в улучшении,"Всеобщая история, География, Физика","Иностранный язык, История России, Технология, Основы безопасности жизнедеятельности"
821,9,М,6,2,4,16,Русский язык,5,Литература,3,Иностранный язык,3,Алгебра,2,Геометрия,4,Информатика,4,История России,5,Всеобщая история,5,Обществознание,4,География,4,Физика,2,Химия,4,Биология,3,Технология,3,Основы безопасности жизнедеятельности,5,Физическая культура,4,96,3,3.75,Выше среднего,"Русский язык, История России, Всеобщая история, Основы безопасности жизнедеятельности","Алгебра, Физика"
822,9,М,5,0,2,16,Русский язык,5,Литература,4,Иностранный язык,4,Алгебра,3,Геометрия,4,Информатика,5,История России,3,Всеобщая история,3,Обществознание,2,География,5,Физика,4,Химия,3,Биология,3,Технология,2,Основы безопасности жизнедеятельности,4,Физическая культура,4,59,5,3.625,Выше среднего,"Русский язык, Информатика, География","Обществознание, Технология"
823,9,М,1,0,1,17,Русский язык,3,Литература,4,Иностранный язык,5,Алгебра,3,Геометрия,4,Информатика,3,История России,3,Всеобщая история,4,Обществознание,4,География,5,Физика,5,Химия,4,Биология,3,Технология,5,Основы безопасности жизнедеятельности,4,Физическая культура,4,54,5,3.9375,Выше среднего,"Иностранный язык, География, Физика, Технология",
824,9,М,8,4,5,16,Русский язык,3,Литература,4,Иностранный язык,5,Алгебра,4,Геометрия,3,Информатика,5,История России,4,Всеобщая история,5,Обществознание,4,География,4,Физика,5,Химия,3,Биология,4,Технология,2,Основы безопасности жизнедеятельности,4,Физическая культура,4,63,5,3.9375,Выше среднего,"Иностранный язык, Информатика, Всеобщая история, Физика",Технология
825,9,Ж,3,1,1,16,Русский язык,4,Литература,2,Иностранный язык,5,Алгебра,4,Геометрия,2,Информатика,3,История России,2,Всеобщая история,3,Обществознание,2,География,4,Физика,2,Химия,5,Биология,3,Технология,5,Основы безопасности жизнедеятельности,4,Физическая культура,2,73,5,3.25,Нуждается в улучшении,"Иностранный язык, Химия, Технология","Литература, Геометрия, История России, Обществознание, Физика, Физическая культура"
826,9,Ж,6,0,2,16,Русский язык,4,Литература,3,Иностранный язык,5,Алгебра,3,Геометрия,5,Информатика,3,История России,4,Всеобщая история,5,Обществознание,5,География,4,Физика,4,Химия,5,Биология,4,Технология,5,Основы безопасности жизнедеятельности,4,Физическая культура,3,77,4,4.125,Выше среднего,"Иностранный язык, Геометрия, Всеобщая история, Обществознание, Химия, Технология",
827,9,М,3,0,5,16,Русский язык,5,Литература,2,Иностранный язык,2,Алгебра,3,Геометрия,4,Информатика,3,История России,5,Всеобщая история,4,Обществознание,3,География,4,Физика,2,Химия,5,Биология,5,Технология,3,Основы безопасности жизнедеятельности,4,Физическая культура,5,70,2,3.6875,Выше среднего,"Русский язык, История России, Химия, Биология, Физическая культура","Литература, Иностранный язык, Физика"
828,9,М,7,5,5,17,Русский язык,4,Литература,5,Иностранный язык,4,Алгебра,5,Геометрия,5,Информатика,3,История России,4,Всеобщая история,4,Обществознание,4,География,2,Физика,5,Химия,5,Биология,3,Технология,2,Основы безопасности жизнедеятельности,4,Физическая культура,5,94,2,4.0,Выше среднего,"Литература, Алгебра, Геометрия, Физика, Химия, Физическая культура","География, Технология"
829,9,Ж,7,1,1,16,Русский язык,2,Литература,4,Иностранный язык,2,Алгебра,5,Геометрия,3,Информатика,4,История России,3,Всеобщая история,4,Обществознание,4,География,2,Физика,3,Химия,2,Биология,4,Технология,2,Основы безопасности жизнедеятельности,5,Физическая культура,5,89,3,3.375,Нуждается в улучшении,"Алгебра, Основы безопасности жизнедеятельности, Физическая культура","Русский язык, Иностранный язык, География, Химия, Технология"
830,9,М,9,4,4,17,Русский язык,5,Литература,4,Иностранный язык,3,Алгебра,2,Геометрия,2,Информатика,5,История России,4,Всеобщая история,5,Обществознание,5,География,2,Физика,5,Химия,5,Биология,2,Технология,4,Основы безопасности жизнедеятельности,3,Физическая культура,4,61,2,3.75,Выше среднего,"Русский язык, Информатика, Всеобщая история, Обществознание, Физика, Химия","Алгебра, Геометрия, География, Биология"
831,9,М,5,0,2,17,Русский язык,5,Литература,3,Иностранный язык,4,Алгебра,4,Геометрия,2,Информатика,3,История России,5,Всеобщая история,3,Обществознание,2,География,5,Физика,5,Химия,2,Биология,2,Технология,4,Основы безопасности жизнедеятельности,2,Физическая культура,3,69,5,3.375,Нуждается в улучшении,"Русский язык, История России, География, Физика","Геометрия, Обществознание, Химия, Биология, Основы безопасности жизнедеятельности"
832,9,М,8,4,3,16,Русский язык,3,Литература,3,Иностранный язык,4,Алгебра,3,Геометрия,5,Информатика,2,История России,3,Всеобщая история,2,Обществознание,4,География,2,Физика,5,Химия,3,Биология,2,Технология,3,Основы безопасности жизнедеятельности,4,Физическая культура,3,81,4,3.1875,Нуждается в улучшении,"Геометрия, Физика","Информатика, Всеобщая история, География, Биология"
833,9,Ж,10,3,3,17,Русский язык,5,Литература,2,Иностранный язык,4,Алгебра,3,Геометрия,2,Информатика,3,История России,4,Всеобщая история,4,Обществознание,4,География,2,Физика,5,Химия,3,Биология,2,Технология,3,Основы безопасности жизнедеятельности,5,Физическая культура,2,87,5,3.3125,Нуждается в улучшении,"Русский язык, Физика, Основы безопасности жизнедеятельности","Литература, Геометрия, География, Биология, Физическая культура"
834,9,Ж,10,4,1,17,Русский язык,3,Литература,5,Иностранный язык,2,Алгебра,3,Геометрия,5,Информатика,4,История России,3,Всеобщая история,5,Обществознание,2,География,3,Физика,3,Химия,5,Биология,3,Технология,4,Основы безопасности жизнедеятельности,3,Физическая культура,4,89,1,3.5625,Выше среднего,"Литература, Геометрия, Всеобщая история, Химия","Иностранный язык, Обществознание"
835,9,Ж,8,2,2,16,Русский язык,3,Литература,3,Иностранный язык,2,Алгебра,4,Геометрия,3,Информатика,3,История России,5,Всеобщая история,4,Обществознание,4,География,4,Физика,3,Химия,4,Биология,4,Технология,3,Основы безопасности жизнедеятельности,5,Физическая культура,3,91,4,3.5625,Выше среднего,"История России, Основы безопасности жизнедеятельности",Иностранный язык
836,9,Ж,1,2,2,17,Русский язык,5,Литература,2,Иностранный язык,2,Алгебра,3,Геометрия,5,Информатика,4,История России,4,Всеобщая история,3,Обществознание,3,География,5,Физика,4,Химия,4,Биология,5,Технология,5,Основы безопасности жизнедеятельности,4,Физическая культура,4,70,1,3.875,Выше среднего,"Русский язык, Геометрия, География, Биология, Технология","Литература, Иностранный язык"
