ID,Класс,Пол,Уровень тревожности (1-10),Пропуски занятий,Оценка отношений с учителями (1-5),Возраст,Русский язык,Литература,Иностранный язык,Математика,Алгебра,Геометрия,Информатика,История России,Всеобщая история,Обществознание,География,Физика,Химия,Биология,Музыка,Изобразительное искусство,Технология,Основы безопасности жизнедеятельности,Физическая культура,Когнитивные способности,Результаты анкет,Средний балл,Диагностика профиля способностей и достижений,Сильные стороны,Слабые стороны
1286,9,Ж,4,1,3,16,3,3,4,,3,5,2,5,4,3,3,4,4,3,,,3,4,3,75,4,3.5,Нуждается в улучшении,"Геометрия, История России",Информатика
1287,9,Ж,2,5,4,16,3,2,4,,4,4,3,4,5,5,5,4,3,3,,,4,5,3,77,2,3.8125,Выше среднего,"Всеобщая история, Обществознание, География, Основы безопасности жизнедеятельности",Литература
1288,9,Ж,8,1,4,16,4,5,3,,3,2,5,4,3,5,3,2,2,4,,,2,3,5,69,3,3.4375,Нуждается в улучшении,"Литература, Информатика, Обществознание, Физическая культура","Геометрия, Физика, Химия, Технология"
1289,9,Ж,3,5,5,16,4,2,5,,3,3,4,5,5,3,2,3,5,5,,,3,5,5,97,2,3.875,Выше среднего,"Иностранный язык, История России, Всеобщая история, Химия, Биология, Основы безопасности жизнедеятельности, Физическая культура","Литература, География"
1290,9,М,9,4,3,17,5,3,5,,2,4,4,2,4,3,5,2,3,3,,,3,3,5,51,4,3.5,Нуждается в улучшении,"Русский язык, Иностранный язык, География, Физическая культура","Алгебра, История России, Физика"
1291,9,М,4,5,1,16,3,3,4,,3,5,3,3,3,4,5,5,2,4,,,5,5,4,72,1,3.8125,Выше среднего,"Геометрия, География, Физика, Технология, Основы безопасности жизнедеятельности",Химия
1292,9,М,6,2,5,17,3,5,5,,5,4,4,5,5,5,2,5,4,3,,,4,5,2,88,5,4.125,Выше среднего,"Литература, Иностранный язык, Алгебра, История России, Всеобщая история, Обществознание, Физика, Основы безопасности жизнедеятельности","География, Физическая культура"
1293,9,Ж,10,5,1,17,5,3,2,,4,3,3,4,5,4,5,3,2,4,,,5,2,5,54,2,3.6875,Выше среднего,"Русский язык, Всеобщая история, География, Технология, Физическая культура","Иностранный язык, Химия, Основы безопасности жизнедеятельности"
1294,9,М,5,5,4,16,5,5,5,,2,4,2,5,5,4,5,3,3,3,,,5,5,5,70,4,4.125,Выше среднего,"Русский язык, Литература, Иностранный язык, История России, Всеобщая история, География, Технология, Основы безопасности жизнедеятельности, Физическая культура","Алгебра, Информатика"
1295,9,Ж,10,4,5,16,4,2,3,,3,4,4,5,3,5,2,2,5,4,,,4,5,5,71,5,3.75,Выше среднего,"История России, Обществознание, Химия, Основы безопасности жизнедеятельности, Физическая культура","Литература, География, Физика"
1296,9,Ж,1,3,5,17,4,2,3,,4,2,3,3,5,5,3,4,5,4,,,5,4,3,98,3,3.6875,Выше среднего,"Всеобщая история, Обществознание, Химия, Технология","Литература, Геометрия"
1297,9,М,9,4,2,16,5,3,2,,3,3,4,5,4,2,4,5,4,4,,,4,5,3,60,1,3.75,Выше среднего,"Русский язык, История России, Физика, Основы безопасности жизнедеятельности","Иностранный язык, Обществознание"
1298,9,М,1,2,4,16,4,5,5,,5,3,5,5,4,4,5,4,3,2,,,4,5,2,79,5,4.0625,Выше среднего,"Литература, Иностранный язык, Алгебра, Информатика, История России, География, Основы безопасности жизнедеятельности","Биология, Физическая культура"
1299,9,М,8,3,4,17,3,5,5,,5,3,4,3,5,3,3,3,3,4,,,4,2,5,77,5,3.75,Выше среднего,"Литература, Иностранный язык, Алгебра, Всеобщая история, Физическая культура",Основы безопасности жизнедеятельности
1300,9,Ж,9,0,5,17,5,2,5,,5,3,4,5,3,5,3,4,4,3,,,3,5,5,85,4,4.0,Выше среднего,"Русский язык, Иностранный язык, Алгебра, История России, Обществознание, Основы безопасности жизнедеятельности, Физическая культура",Литература
1301,9,М,9,0,4,17,4,2,5,,4,2,3,2,2,2,4,5,3,2,,,3,4,3,66,3,3.125,Нуждается в улучшении,"Иностранный язык, Физика","Литература, Геометрия, История России, Всеобщая история, Обществознание, Биология"
1302,9,Ж,1,2,5,16,3,4,4,,3,5,2,4,4,3,4,4,3,3,,,4,5,4,70,2,3.6875,Выше среднего,"Геометрия, Основы безопасности жизнедеятельности",Информатика
1303,9,М,2,4,2,16,4,2,5,,4,3,5,3,2,3,4,5,5,5,,,4,4,3,86,3,3.8125,Выше среднего,"Иностранный язык, Информатика, Физика, Химия, Биология","Литература, Всеобщая история"
1304,9,Ж,1,1,5,17,3,2,5,,2,3,2,2,4,2,2,2,3,5,,,3,4,3,85,1,2.9375,Нуждается в улучшении,"Иностранный язык, Биология","Литература, Алгебра, Информатика, История России, Обществознание, География, Физика"
1305,9,Ж,10,2,4,16,5,2,4,,2,3,2,4,3,3,5,4,3,2,,,2,5,3,74,2,3.25,Нуждается в улучшении,"Русский язык, География, Основы безопасности жизнедеятельности","Литература, Алгебра, Информатика, Биология, Технология"
1306,9,М,2,3,4,17,2,2,3,,2,4,4,3,2,4,4,4,2,4,,,4,4,3,73,3,3.1875,Нуждается в улучшении,,"Русский язык, Литература, Алгебра, Всеобщая история, Химия"
1307,9,Ж,10,3,5,16,5,3,4,,3,4,4,4,3,3,5,4,4,4,,,5,4,3,79,1,3.875,Выше среднего,"Русский язык, География, Технология",
1308,9,Ж,8,5,5,17,4,2,5,,3,3,3,4,4,4,5,4,3,5,,,3,4,3,91,5,3.6875,Выше среднего,"Иностранный язык, География, Биология",Литература
1309,9,М,5,0,5,16,3,3,5,,3,4,3,3,3,4,5,2,3,5,,,4,4,5,84,5,3.6875,Выше среднего,"Иностранный язык, География, Биология, Физическая культура",Физика
1310,9,Ж,7,3,3,17,3,5,5,,4,4,5,3,2,4,5,2,3,4,,,5,3,3,70,5,3.75,Выше среднего,"Литература, Иностранный язык, Информатика, География, Технология","Всеобщая история, Физика"
1311,9,М,2,2,4,16,4,3,5,,5,3,3,4,3,4,5,5,5,2,,,3,3,5,55,5,3.875,Выше среднего,"Иностранный язык, Алгебра, География, Физика, Химия, Физическая культура",Биология
1312,9,Ж,8,3,4,16,5,4,5,,3,4,3,5,5,2,4,3,4,4,,,5,3,4,70,2,3.9375,Выше среднего,"Русский язык, Иностранный язык, История России, Всеобщая история, Технология",Обществознание
1313,9,М,6,2,3,17,3,2,5,,4,4,3,4,5,3,4,5,3,4,,,5,3,5,57,5,3.875,Выше среднего,"Иностранный язык, Всеобщая история, Физика, Технология, Физическая культура",Литература
1314,9,М,8,1,5,16,3,4,4,,2,3,3,4,2,5,4,4,5,5,,,3,3,5,54,2,3.6875,Выше среднего,"Обществознание, Химия, Биология, Физическая культура","Алгебра, Всеобщая история"
1315,9,Ж,1,5,2,16,4,3,3,,5,4,4,4,4,4,4,3,3,3,,,2,4,2,89,2,3.5,Нуждается в улучшении,Алгебра,"Технология, Физическая культура"
1316,9,Ж,1,0,5,17,5,4,4,,3,5,4,3,3,4,2,5,3,5,,,3,4,3,59,3,3.75,Выше среднего,"Русский язык, Геометрия, Физика, Биология",География
1317,9,Ж,7,3,5,16,2,2,4,,5,4,5,4,3,4,3,5,4,4,,,3,3,2,80,5,3.5625,Выше среднего,"Алгебра, Информатика, Физика","Русский язык, Литература, Физическая культура"
1318,9,Ж,8,2,3,16,4,5,5,,3,3,3,5,5,2,2,3,4,2,,,5,2,3,79,4,3.5,Нуждается в улучшении,"Литература, Иностранный язык, История России, Всеобщая история, Технология","Обществознание, География, Биология, Основы безопасности жизнедеятельности"
1319,9,Ж,3,4,4,16,4,3,4,,5,5,3,4,3,5,3,2,2,4,,,3,4,3,70,5,3.5625,Выше среднего,"Алгебра, Геометрия, Обществознание","Физика, Химия"
1320,9,М,5,0,5,17,3,3,2,,3,4,2,3,3,2,2,5,5,3,,,5,4,4,85,4,3.3125,Нуждается в улучшении,"Физика, Химия, Технология","Иностранный язык, Информатика, Обществознание, География"
1321,9,Ж,1,1,4,17,4,5,2,,3,3,3,4,3,5,5,5,4,4,,,3,3,5,76,5,3.8125,Выше среднего,"Литература, Обществознание, География, Физика, Физическая культура",Иностранный язык
1322,9,М,7,2,1,17,3,4,4,,3,3,2,4,5,3,4,5,5,4,,,5,2,4,87,2,3.75,Выше среднего,"Всеобщая история, Физика, Химия, Технология","Информатика, Основы безопасности жизнедеятельности"
1323,9,М,5,5,4,17,5,3,4,,3,4,3,4,4,4,3,4,4,5,,,3,3,3,84,5,3.6875,Выше среднего,"Русский язык, Биология",
1324,9,Ж,8,5,2,17,4,5,3,,5,5,2,4,4,2,4,3,5,5,,,4,5,3,81,5,3.9375,Выше среднего,"Литература, Алгебра, Геометрия, Химия, Биология, Основы безопасности жизнедеятельности","Информатика, Обществознание"
1325,9,М,8,1,2,16,4,3,3,,4,3,4,4,4,5,3,5,4,2,,,2,4,2,75,5,3.5,Нуждается в улучшении,"Обществознание, Физика","Биология, Технология, Физическая культура"
1326,9,М,9,1,5,16,3,2,4,,3,3,3,3,3,5,5,2,2,2,,,3,2,4,53,5,3.0625,Нуждается в улучшении,"Обществознание, География","Литература, Физика, Химия, Биология, Основы безопасности жизнедеятельности"
1327,9,М,7,5,4,17,3,5,2,,5,4,2,3,5,2,3,3,4,5,,,3,3,2,76,3,3.375,Нуждается в улучшении,"Литература, Алгебра, Всеобщая история, Биология","Иностранный язык, Информатика, Обществознание, Физическая культура"
1328,9,М,1,3,5,16,5,3,3,,4,5,3,5,2,3,3,2,5,4,,,2,5,5,85,3,3.6875,Выше среднего,"Русский язык, Геометрия, История России, Химия, Основы безопасности жизнедеятельности, Физическая культура","Всеобщая история, Физика, Технология"
1329,9,Ж,3,3,3,16,4,5,3,,5,3,3,3,4,2,5,2,5,5,,,3,4,4,86,2,3.75,Выше среднего,"Литература, Алгебра, География, Химия, Биология","Обществознание, Физика"
1330,9,М,8,2,2,16,4,3,4,,3,5,4,5,4,5,4,4,3,3,,,4,3,3,76,2,3.8125,Выше среднего,"Геометрия, История России, Обществознание",
1331,9,Ж,3,4,5,16,4,4,4,,5,4,3,3,2,3,5,2,4,5,,,3,5,2,96,4,3.625,Выше среднего,"Алгебра, География, Биология, Основы безопасности жизнедеятельности","Всеобщая история, Физика, Физическая культура"
1332,9,Ж,8,2,3,17,3,4,3,,2,5,2,3,3,4,3,3,5,3,,,4,3,3,97,2,3.3125,Нуждается в улучшении,"Геометрия, Химия","Алгебра, Информатика"
1333,9,М,1,4,5,17,3,5,5,,4,4,3,4,4,2,3,3,5,3,,,4,4,5,55,3,3.8125,Выше среднего,"Литература, Иностранный язык, Химия, Физическая культура",Обществознание
1334,9,Ж,5,1,4,16,2,4,3,,3,3,3,5,3,4,4,4,2,2,,,5,2,5,67,2,3.375,Нуждается в улучшении,"История России, Технология, Физическая культура","Русский язык, Химия, Биология, Основы безопасности жизнедеятельности"
1335,9,Ж,4,0,4,16,2,2,3,,4,4,5,4,3,4,2,4,4,5,,,5,3,2,75,4,3.5,Нуждается в улучшении,"Информатика, Биология, Технология","Русский язык, Литература, География, Физическая культура"
1336,9,Ж,5,2,4,17,5,4,3,,4,5,5,3,2,4,3,4,4,4,,,5,4,5,93,4,4.0,Выше среднего,"Русский язык, Геометрия, Информатика, Технология, Физическая культура",Всеобщая история
1337,9,М,8,2,4,16,3,2,3,,3,3,2,3,5,5,3,5,2,5,,,3,3,3,73,3,3.3125,Нуждается в улучшении,"Всеобщая история, Обществознание, Физика, Биология","Литература, Информатика, Химия"
1338,9,Ж,10,4,1,16,2,5,2,,5,4,4,4,5,2,5,4,5,4,,,3,2,3,56,2,3.6875,Выше среднего,"Литература, Алгебра, Всеобщая история, География, Химия","Русский язык, Иностранный язык, Обществознание, Основы безопасности жизнедеятельности"
1339,9,Ж,4,1,3,16,5,5,2,,5,3,3,3,5,4,4,3,3,2,,,4,5,4,93,4,3.75,Выше среднего,"Русский язык, Литература, Алгебра, Всеобщая история, Основы безопасности жизнедеятельности","Иностранный язык, Биология"
1340,9,Ж,4,1,3,17,3,4,4,,5,3,2,3,4,4,3,5,4,4,,,4,2,5,63,2,3.6875,Выше среднего,"Алгебра, Физика, Физическая культура","Информатика, Основы безопасности жизнедеятельности"
1341,9,М,3,4,4,17,4,5,4,,5,5,2,4,4,4,3,2,5,2,,,3,4,3,62,2,3.6875,Выше среднего,"Литература, Алгебра, Геометрия, Химия","Информатика, Физика, Биология"
1342,9,Ж,7,1,1,16,3,2,4,,5,3,5,4,3,3,5,3,2,4,,,4,3,2,75,3,3.4375,Нуждается в улучшении,"Алгебра, Информатика, География","Литература, Химия, Физическая культура"
1343,9,М,3,5,4,16,2,4,5,,5,5,3,3,3,5,2,4,5,3,,,2,5,4,92,3,3.75,Выше среднего,"Иностранный язык, Алгебра, Геометрия, Обществознание, Химия, Основы безопасности жизнедеятельности","Русский язык, География, Технология"
1344,9,М,3,3,1,16,3,3,2,,5,3,5,3,5,5,4,5,4,4,,,3,5,5,92,2,4.0,Выше среднего,"Алгебра, Информатика, Всеобщая история, Обществознание, Физика, Основы безопасности жизнедеятельности, Физическая культура",Иностранный язык
1345,9,М,10,5,4,16,2,4,5,,3,5,3,3,5,5,4,5,5,4,,,4,3,4,51,5,4.0,Выше среднего,"Иностранный язык, Геометрия, Всеобщая история, Обществознание, Физика, Химия",Русский язык
1346,9,М,5,0,2,16,5,2,2,,5,3,3,2,5,5,4,2,4,3,,,3,4,3,95,5,3.4375,Нуждается в улучшении,"Русский язык, Алгебра, Всеобщая история, Обществознание","Литература, Иностранный язык, История России, Физика"
1347,9,М,5,2,2,16,4,5,4,,5,2,5,4,4,3,3,4,2,3,,,2,5,5,96,1,3.75,Выше среднего,"Литература, Алгебра, Информатика, Основы безопасности жизнедеятельности, Физическая культура","Геометрия, Химия, Технология"
1348,9,М,6,0,5,17,2,2,2,,4,2,5,5,5,3,5,4,4,3,,,3,2,5,72,1,3.5,Нуждается в улучшении,"Информатика, История России, Всеобщая история, География, Физическая культура","Русский язык, Литература, Иностранный язык, Геометрия, Основы безопасности жизнедеятельности"
1349,9,Ж,8,2,4,17,3,4,5,,3,5,5,2,5,2,3,3,3,5,,,3,4,5,77,1,3.75,Выше среднего,"Иностранный язык, Геометрия, Информатика, Всеобщая история, Биология, Физическая культура","История России, Обществознание"
1350,9,М,10,3,3,16,3,2,4,,2,3,4,2,3,3,3,2,3,3,,,3,5,5,50,3,3.125,Нуждается в улучшении,"Основы безопасности жизнедеятельности, Физическая культура","Литература, Алгебра, История России, Физика"
1351,9,Ж,6,1,5,17,3,5,2,,5,2,3,2,3,3,3,4,3,4,,,3,3,5,81,2,3.3125,Нуждается в улучшении,"Литература, Алгебра, Физическая культура","Иностранный язык, Геометрия, История России"
1352,9,Ж,1,5,2,16,3,3,4,,5,5,2,5,4,3,3,3,4,2,,,2,5,3,61,4,3.5,Нуждается в улучшении,"Алгебра, Геометрия, История России, Основы безопасности жизнедеятельности","Информатика, Биология, Технология"
1353,9,М,8,4,4,16,4,4,2,,3,5,3,2,3,5,3,2,4,3,,,3,2,3,95,2,3.1875,Нуждается в улучшении,"Геометрия, Обществознание","Иностранный язык, История России, Физика, Основы безопасности жизнедеятельности"
1354,9,Ж,8,5,5,17,5,3,5,,3,5,3,5,5,5,5,3,4,4,,,3,4,4,99,2,4.125,Выше среднего,"Русский язык, Иностранный язык, Геометрия, История России, Всеобщая история, Обществознание, География",
1355,9,Ж,9,3,4,17,3,4,4,,3,3,5,3,3,5,3,2,5,5,,,3,3,5,84,1,3.6875,Выше среднего,"Информатика, Обществознание, Химия, Биология, Физическая культура",Физика
1356,9,Ж,9,0,2,16,4,3,3,,4,3,4,3,4,3,5,3,4,4,,,3,4,5,75,2,3.6875,Выше среднего,"География, Физическая культура",
1357,9,Ж,2,4,5,16,5,4,3,,3,4,5,2,4,5,3,3,5,4,,,5,3,2,80,1,3.75,Выше среднего,"Русский язык, Информатика, Обществознание, Химия, Технология","История России, Физическая культура"
1358,9,М,2,1,2,17,3,3,2,,4,4,3,4,4,2,3,3,2,5,,,4,3,2,61,2,3.1875,Нуждается в улучшении,Биология,"Иностранный язык, Обществознание, Химия, Физическая культура"
1359,9,Ж,3,3,1,17,5,5,4,,5,3,4,4,3,4,3,5,5,3,,,4,4,5,78,4,4.125,Выше среднего,"Русский язык, Литература, Алгебра, Физика, Химия, Физическая культура",
1360,9,М,1,4,2,16,5,2,3,,4,3,5,4,5,4,4,3,3,2,,,4,3,4,54,5,3.625,Выше среднего,"Русский язык, Информатика, Всеобщая история","Литература, Биология"
1361,9,Ж,4,3,4,16,3,3,4,,3,5,4,3,3,4,4,4,4,3,,,3,3,3,84,5,3.5,Нуждается в улучшении,Геометрия,
1362,9,Ж,4,3,3,16,5,4,5,,5,3,3,3,5,5,5,5,3,3,,,5,3,4,56,3,4.125,Выше среднего,"Русский язык, Иностранный язык, Алгебра, Всеобщая история, Обществознание, География, Физика, Технология",
1363,9,М,9,1,2,17,3,2,3,,4,4,4,3,5,3,4,5,4,5,,,2,3,3,65,4,3.5625,Выше среднего,"Всеобщая история, Физика, Биология","Литература, Технология"
1364,9,Ж,9,2,3,16,3,3,5,,2,4,4,3,2,4,4,3,3,4,,,3,4,5,81,2,3.5,Нуждается в улучшении,"Иностранный язык, Физическая культура","Алгебра, Всеобщая история"
1365,9,Ж,9,4,1,17,5,5,4,,4,4,5,3,5,2,2,3,3,3,,,3,2,5,66,4,3.625,Выше среднего,"Русский язык, Литература, Информатика, Всеобщая история, Физическая культура","Обществознание, География, Основы безопасности жизнедеятельности"
1366,9,Ж,10,1,5,16,3,5,3,,4,4,3,4,4,5,5,4,2,5,,,5,5,5,70,2,4.125,Выше среднего,"Литература, Обществознание, География, Биология, Технология, Основы безопасности жизнедеятельности, Физическая культура",Химия
1367,9,М,7,3,5,17,3,4,3,,5,3,3,3,4,3,5,5,4,5,,,5,4,3,76,4,3.875,Выше среднего,"Алгебра, География, Физика, Биология, Технология",
1368,9,Ж,2,1,3,17,3,3,4,,5,3,4,3,4,4,3,2,2,3,,,5,5,5,89,4,3.625,Выше среднего,"Алгебра, Технология, Основы безопасности жизнедеятельности, Физическая культура","Физика, Химия"
1369,9,М,10,2,5,17,5,3,3,,3,5,3,3,4,4,2,3,3,5,,,3,3,4,96,5,3.5,Нуждается в улучшении,"Русский язык, Геометрия, Биология",География
1370,9,Ж,5,5,2,17,5,4,2,,3,3,4,2,2,4,4,5,2,2,,,5,4,3,64,4,3.375,Нуждается в улучшении,"Русский язык, Физика, Технология","Иностранный язык, История России, Всеобщая история, Химия, Биология"
1371,9,М,4,4,3,16,4,2,3,,2,5,2,4,5,4,5,3,2,5,,,2,3,4,72,3,3.4375,Нуждается в улучшении,"Геометрия, Всеобщая история, География, Биология","Литература, Алгебра, Информатика, Химия, Технология"
1372,9,М,8,2,4,17,5,5,5,,4,4,5,3,4,3,4,4,5,3,,,4,2,5,57,2,4.0625,Выше среднего,"Русский язык, Литература, Иностранный язык, Информатика, Химия, Физическая культура",Основы безопасности жизнедеятельности
1373,9,Ж,2,0,2,17,3,3,4,,5,4,5,2,2,4,3,4,4,4,,,5,5,4,74,1,3.8125,Выше среднего,"Алгебра, Информатика, Технология, Основы безопасности жизнедеятельности","История России, Всеобщая история"
1374,9,Ж,6,4,2,17,3,5,4,,3,3,3,5,4,5,5,3,5,3,,,5,5,3,60,4,4.0,Выше среднего,"Литература, История России, Обществознание, География, Химия, Технология, Основы безопасности жизнедеятельности",
1375,9,М,5,2,2,16,4,4,3,,3,3,3,3,4,5,3,3,4,5,,,3,3,5,70,1,3.625,Выше среднего,"Обществознание, Биология, Физическая культура",
1376,9,М,2,3,4,16,5,5,5,,5,4,4,3,4,2,3,4,5,2,,,4,5,3,59,5,3.9375,Выше среднего,"Русский язык, Литература, Иностранный язык, Алгебра, Химия, Основы безопасности жизнедеятельности","Обществознание, Биология"
1377,9,Ж,10,4,1,16,3,2,5,,5,2,5,5,2,2,2,4,4,3,,,3,5,5,99,1,3.5625,Выше среднего,"Иностранный язык, Алгебра, Информатика, История России, Основы безопасности жизнедеятельности, Физическая культура","Литература, Геометрия, Всеобщая история, Обществознание, География"
1378,9,М,1,4,5,16,2,5,2,,3,5,3,3,3,4,3,5,4,4,,,2,3,5,58,3,3.5,Нуждается в улучшении,"Литература, Геометрия, Физика, Физическая культура","Русский язык, Иностранный язык, Технология"
1379,9,Ж,8,1,3,16,5,3,2,,5,5,2,5,2,5,5,5,4,4,,,4,3,4,97,3,3.9375,Выше среднего,"Русский язык, Алгебра, Геометрия, История России, Обществознание, География, Физика","Иностранный язык, Информатика, Всеобщая история"
1380,9,Ж,2,3,1,16,5,4,5,,4,2,4,3,4,3,4,2,3,4,,,3,3,4,50,5,3.5625,Выше среднего,"Русский язык, Иностранный язык","Геометрия, Физика"
1381,9,Ж,7,0,3,17,4,5,5,,3,2,4,4,5,4,5,4,4,4,,,2,3,2,71,3,3.75,Выше среднего,"Литература, Иностранный язык, Всеобщая история, География","Геометрия, Технология, Физическая культура"
1382,9,Ж,9,5,5,17,3,3,4,,3,3,3,4,2,5,4,4,5,5,,,4,3,5,55,2,3.75,Выше среднего,"Обществознание, Химия, Биология, Физическая культура",Всеобщая история
1383,9,М,9,2,4,17,5,3,5,,3,5,4,5,3,4,5,4,5,3,,,4,3,3,79,3,4.0,Выше среднего,"Русский язык, Иностранный язык, Геометрия, История России, География, Химия",
1384,9,Ж,8,1,2,16,5,4,4,,3,3,5,4,5,3,4,3,4,3,,,2,2,4,83,4,3.625,Выше среднего,"Русский язык, Информатика, Всеобщая история","Технология, Основы безопасности жизнедеятельности"
1385,9,М,10,2,2,17,4,3,3,,4,3,2,4,2,5,2,4,5,3,,,2,3,3,62,3,3.25,Нуждается в улучшении,"Обществознание, Химия","Информатика, Всеобщая история, География, Технология"
1386,9,Ж,9,0,4,17,5,4,4,,3,4,4,4,2,4,5,4,5,5,,,5,3,3,71,2,4.0,Выше среднего,"Русский язык, География, Химия, Биология, Технология",Всеобщая история
1387,9,М,2,0,1,16,5,3,4,,3,3,2,3,4,3,2,4,4,3,,,2,3,4,55,5,3.25,Нуждается в улучшении,Русский язык,"Информатика, География, Технология"
1388,9,Ж,6,4,1,17,5,3,5,,4,3,3,4,5,3,4,5,5,3,,,4,2,5,90,3,3.9375,Выше среднего,"Русский язык, Иностранный язык, Всеобщая история, Физика, Химия, Физическая культура",Основы безопасности жизнедеятельности
1389,9,М,4,0,3,16,5,4,3,,2,3,2,3,5,3,4,2,2,4,,,5,4,3,95,2,3.375,Нуждается в улучшении,"Русский язык, Всеобщая история, Технология","Алгебра, Информатика, Физика, Химия"
1390,9,М,4,2,4,17,4,4,4,,4,4,3,4,5,4,2,3,2,3,,,4,4,2,73,4,3.5,Нуждается в улучшении,Всеобщая история,"География, Химия, Физическая культура"
1391,9,Ж,5,3,1,16,4,3,5,,3,3,5,4,3,3,2,4,2,3,,,2,5,4,70,1,3.4375,Нуждается в улучшении,"Иностранный язык, Информатика, Основы безопасности жизнедеятельности","География, Химия, Технология"
1392,9,Ж,3,3,4,16,4,5,3,,4,4,4,5,5,3,5,5,5,4,,,3,5,5,88,1,4.3125,Выше среднего,"Литература, История России, Всеобщая история, География, Физика, Химия, Основы безопасности жизнедеятельности, Физическая культура",
1393,9,Ж,1,4,5,16,4,5,3,,5,5,3,4,2,4,3,2,2,3,,,4,2,3,72,5,3.375,Нуждается в улучшении,"Литература, Алгебра, Геометрия","Всеобщая история, Физика, Химия, Основы безопасности жизнедеятельности"
1394,9,Ж,8,5,2,17,5,4,5,,3,4,2,5,3,3,3,3,2,4,,,5,3,4,54,5,3.625,Выше среднего,"Русский язык, Иностранный язык, История России, Технология","Информатика, Химия"
1395,9,М,5,2,2,17,5,3,3,,4,4,4,3,3,3,4,5,2,3,,,4,4,2,56,1,3.5,Нуждается в улучшении,"Русский язык, Физика","Химия, Физическая культура"
1396,9,Ж,3,2,2,16,4,3,4,,3,2,2,3,3,4,3,5,3,3,,,2,3,3,52,1,3.125,Нуждается в улучшении,Физика,"Геометрия, Информатика, Технология"
1397,9,М,10,0,4,16,4,4,5,,5,3,3,4,3,5,5,5,4,5,,,2,2,4,62,5,3.9375,Выше среднего,"Иностранный язык, Алгебра, Обществознание, География, Физика, Биология","Технология, Основы безопасности жизнедеятельности"
1398,9,М,7,2,4,17,3,4,3,,5,2,4,4,4,3,5,3,2,3,,,3,2,5,61,1,3.4375,Нуждается в улучшении,"Алгебра, География, Физическая культура","Геометрия, Химия, Основы безопасности жизнедеятельности"
1399,9,Ж,7,1,3,17,4,3,5,,3,4,5,4,4,3,2,5,4,3,,,4,3,3,55,3,3.6875,Выше среднего,"Иностранный язык, Информатика, Физика",География
1400,9,М,1,5,2,16,4,4,4,,4,3,2,4,3,4,4,4,3,5,,,4,3,4,83,2,3.6875,Выше среднего,Биология,Информатика
1401,9,М,9,0,3,17,2,3,4,,2,3,4,3,4,4,3,4,3,2,,,2,5,4,64,5,3.25,Нуждается в улучшении,Основы безопасности жизнедеятельности,"Русский язык, Алгебра, Биология, Технология"
1402,9,М,2,1,2,17,4,2,3,,5,2,2,4,4,3,4,3,5,2,,,5,4,4,96,2,3.5,Нуждается в улучшении,"Алгебра, Химия, Технология","Литература, Геометрия, Информатика, Биология"
1403,9,М,5,4,3,17,2,4,5,,3,3,4,3,3,2,4,4,5,3,,,4,4,4,67,4,3.5625,Выше среднего,"Иностранный язык, Химия","Русский язык, Обществознание"
1404,9,Ж,5,3,3,16,2,4,3,,5,4,4,3,3,2,3,3,4,4,,,5,4,3,98,4,3.5,Нуждается в улучшении,"Алгебра, Технология","Русский язык, Обществознание"
1405,9,Ж,8,4,5,16,5,3,3,,3,4,5,2,3,5,2,3,3,3,,,3,3,4,52,3,3.375,Нуждается в улучшении,"Русский язык, Информатика, Обществознание","История России, География"
1406,9,Ж,8,3,3,17,3,4,3,,4,2,4,4,2,4,4,4,5,4,,,4,2,5,71,4,3.625,Выше среднего,"Химия, Физическая культура","Геометрия, Всеобщая история, Основы безопасности жизнедеятельности"
1407,9,Ж,7,4,4,16,3,5,3,,5,4,3,4,5,5,2,3,4,3,,,3,5,3,84,5,3.75,Выше среднего,"Литература, Алгебра, Всеобщая история, Обществознание, Основы безопасности жизнедеятельности",География
1408,9,М,7,2,3,17,2,4,4,,5,4,3,3,2,4,3,3,4,3,,,4,3,3,77,3,3.375,Нуждается в улучшении,Алгебра,"Русский язык, Всеобщая история"
1409,9,М,6,1,2,17,3,4,5,,3,4,2,4,3,4,5,3,3,4,,,5,2,4,90,3,3.625,Выше среднего,"Иностранный язык, География, Технология","Информатика, Основы безопасности жизнедеятельности"
1410,9,Ж,6,3,3,16,5,2,5,,4,5,4,3,2,5,3,5,3,3,,,4,3,5,91,5,3.8125,Выше среднего,"Русский язык, Иностранный язык, Геометрия, Обществознание, Физика, Физическая культура","Литература, Всеобщая история"
1411,9,Ж,9,0,1,16,4,3,3,,3,3,5,5,5,3,4,3,4,3,,,3,2,5,61,1,3.625,Выше среднего,"Информатика, История России, Всеобщая история, Физическая культура",Основы безопасности жизнедеятельности
1412,9,Ж,6,1,2,16,5,3,3,,3,3,4,4,2,4,3,5,4,4,,,4,2,4,50,2,3.5625,Выше среднего,"Русский язык, Физика","Всеобщая история, Основы безопасности жизнедеятельности"
1413,9,М,2,0,1,17,3,4,4,,3,4,4,2,4,2,5,4,4,5,,,3,4,4,85,5,3.6875,Выше среднего,"География, Биология","История России, Обществознание"
1414,9,Ж,2,1,2,17,3,5,2,,3,5,3,5,2,3,3,4,3,2,,,5,3,4,79,1,3.4375,Нуждается в улучшении,"Литература, Геометрия, История России, Технология","Иностранный язык, Всеобщая история, Биология"
